,code,var
2265,a09101c-7,td_refuerzo_institucion-Centro de Salud u Hospital de la SSA.
2266,a09101c-8,td_refuerzo_institucion-IMSS Bienestar (antes Prospera).
2267,a09101c-9,td_refuerzo_institucion-Consultorios dependientes de farmacias.
2268,a09101c-10,"td_refuerzo_institucion-Consultorio, clínica u hospital privado."
2269,a09101c-11,td_refuerzo_institucion-Escuela.
2270,a09101c-12,td_refuerzo_institucion-Otro lugar (especifica).
2271,a09101c-99,td_refuerzo_institucion-No sabe / No recuerda.
2272,a09102a-1,td_primera_dosis-Sí.
2273,a09102a-2,td_primera_dosis-NO.
2274,a09102c-1,td_primera_dosis_institucion-Seguro Social (IMSS).
2275,a09102c-2,td_primera_dosis_institucion-ISSSTE.
2276,a09102c-3,td_primera_dosis_institucion-ISSSTE Estatal.
2277,a09102c-4,td_primera_dosis_institucion-Pemex.
2278,a09102c-5,td_primera_dosis_institucion-Defensa.
2279,a09102c-6,td_primera_dosis_institucion-Marina.
2280,a09102c-7,td_primera_dosis_institucion-Centro de Salud u Hospital de la SSA.
2281,a09102c-8,td_primera_dosis_institucion-IMSS Bienestar (antes Prospera).
2282,a09102c-9,td_primera_dosis_institucion-Consultorios dependientes de farmacias.
2283,a09102c-10,"td_primera_dosis_institucion-Consultorio, clínica u hospital privado."
2284,a09102c-11,td_primera_dosis_institucion-Escuela.
2285,a09102c-12,td_primera_dosis_institucion-Otro lugar (especifica).
2286,a09102c-99,td_primera_dosis_institucion-No sabe / No recuerda.
2287,a09103a-1,td_segunda_dosis-Sí.
2288,a09103a-2,td_segunda_dosis-NO.
2289,a09103c-1,td_segunda_dosis_aplicacion-Seguro Social (IMSS).
2290,a09103c-2,td_segunda_dosis_aplicacion-ISSSTE.
2291,a09103c-3,td_segunda_dosis_aplicacion-ISSSTE Estatal.
2292,a09103c-4,td_segunda_dosis_aplicacion-Pemex.
2293,a09103c-5,td_segunda_dosis_aplicacion-Defensa.
2294,a09103c-6,td_segunda_dosis_aplicacion-Marina.
2295,a09103c-7,td_segunda_dosis_aplicacion-Centro de Salud u Hospital de la SSA.
2296,a09103c-8,td_segunda_dosis_aplicacion-IMSS Bienestar (antes Prospera).
2297,a09103c-9,td_segunda_dosis_aplicacion-Consultorios dependientes de farmacias.
2298,a09103c-10,"td_segunda_dosis_aplicacion-Consultorio, clínica u hospital privado."
2299,a09103c-11,td_segunda_dosis_aplicacion-Escuela.
2300,a09103c-12,td_segunda_dosis_aplicacion-Otro lugar (especifica).
2301,a09103c-99,td_segunda_dosis_aplicacion-No sabe / No recuerda.
2302,a09104a-1,td_tercera_dosis-Sí.
2303,a09104a-2,td_tercera_dosis-NO.
2304,a09104c-1,td_tercera_dosis_institucion-Seguro Social (IMSS).
2305,a09104c-2,td_tercera_dosis_institucion-ISSSTE.
2306,a09104c-3,td_tercera_dosis_institucion-ISSSTE Estatal.
2307,a09104c-4,td_tercera_dosis_institucion-Pemex.
2308,a09104c-5,td_tercera_dosis_institucion-Defensa.
2309,a09104c-6,td_tercera_dosis_institucion-Marina.
2310,a09104c-7,td_tercera_dosis_institucion-Centro de Salud u Hospital de la SSA.
2311,a09104c-8,td_tercera_dosis_institucion-IMSS Bienestar (antes Prospera).
2312,a09104c-9,td_tercera_dosis_institucion-Consultorios dependientes de farmacias.
2313,a09104c-10,"td_tercera_dosis_institucion-Consultorio, clínica u hospital privado."
2314,a09104c-11,td_tercera_dosis_institucion-Escuela.
2315,a09104c-12,td_tercera_dosis_institucion-Otro lugar (especifica).
2316,a09104c-99,td_tercera_dosis_institucion-No sabe / No recuerda.
2317,a09111a-1,tdpa_unica_dosis-Sí.
2318,a09111a-2,tdpa_unica_dosis-NO.
2319,a09121a-1,inf_estacional_dosis-Sí.
2320,a09121a-2,inf_estacional_dosis-NO.
2321,a09121c-1,inf_estacional_dosis_institucion-Seguro Social (IMSS).
2322,a09121c-2,inf_estacional_dosis_institucion-ISSSTE.
2323,a09121c-3,inf_estacional_dosis_institucion-ISSSTE Estatal.
2324,a09121c-4,inf_estacional_dosis_institucion-Pemex.
2325,a09121c-5,inf_estacional_dosis_institucion-Defensa.
2326,a09121c-6,inf_estacional_dosis_institucion-Marina.
2327,a09121c-7,inf_estacional_dosis_institucion-Centro de Salud u Hospital de la SSA.
2328,a09121c-8,inf_estacional_dosis_institucion-IMSS Bienestar (antes Prospera).
2329,a09121c-9,inf_estacional_dosis_institucion-Consultorios dependientes de farmacias.
2330,a09121c-10,"inf_estacional_dosis_institucion-Consultorio, clínica u hospital privado."
2331,a09121c-11,inf_estacional_dosis_institucion-Escuela.
2332,a09121c-12,inf_estacional_dosis_institucion-Otro lugar (especifica).
2333,a09121c-99,inf_estacional_dosis_institucion-No sabe / No recuerda.
2334,a09122a-1,inf_estacional_dosis_embarazada-Sí.
2335,a09122a-2,inf_estacional_dosis_embarazada-NO.
2336,o_vac1-1,otras_vacunas-Sí
2337,o_vac1-2,otras_vacunas-No
2338,a0914-1,mostrar_cartilla_vacunacion-Sí mostró la Cartilla Nacional de Salud (Adultos mayores de
2339,a0914-2,mostrar_cartilla_vacunacion-Sí mostró documento probatorio o comprobante.
2340,a0914-3,"mostrar_cartilla_vacunacion-Sí la tiene, pero no la mostró."
2341,a0914-4,mostrar_cartilla_vacunacion-No tiene cartilla.
2342,a0914-5,"mostrar_cartilla_vacunacion-Sí mostró la Cartilla, pero no tiene información."
2343,a0915-1,motivo_no_mostrar_cartilla-No se la han dado.
2344,a0915-2,motivo_no_mostrar_cartilla-La extravió.
2345,a0915-3,motivo_no_mostrar_cartilla-No le han dado la reposición.
2346,a0915-4,motivo_no_mostrar_cartilla-No la tiene disponible en este momento.
2347,a0915-5,motivo_no_mostrar_cartilla-Vivienda afectada por sismo u otro desastre natural.
2348,a0915-6,motivo_no_mostrar_cartilla-Otra.
2349,a0915-9,motivo_no_mostrar_cartilla-No sabe.
2350,a0917-1,vacunado_neumococo-SÍ.
2351,a0917-2,vacunado_neumococo-NO.
2352,a0917-9,vacunado_neumococo-No sabe / No recuerda.
2353,a0919-1,vacunado_tet-SÍ.
2354,a0919-2,vacunado_tet-NO.
2355,a0919-9,vacunado_tet-No sabe / No recuerda.
2356,a0921-1,vacunado_influenza-SÍ.
2357,a0921-2,vacunado_influenza-NO.
2358,a0921-9,vacunado_influenza-No sabe / No recuerda.
2359,a09221a-1,neumo_unica_dosis-Sí.
2360,a09221a-2,neumo_unica_dosis-NO.
2361,a09221c-1,neumo_unica_dosis_institucion-Seguro Social (IMSS).
2362,a09221c-2,neumo_unica_dosis_institucion-ISSSTE.
2363,a09221c-3,neumo_unica_dosis_institucion-ISSSTE Estatal.
2364,a09221c-4,neumo_unica_dosis_institucion-Pemex.
2365,a09221c-5,neumo_unica_dosis_institucion-Defensa.
2366,a09221c-6,neumo_unica_dosis_institucion-Marina.
2367,a09221c-7,neumo_unica_dosis_institucion-Centro de Salud u Hospital de la SSA.
2368,a09221c-8,neumo_unica_dosis_institucion-IMSS Bienestar (antes Prospera).
2369,a09221c-9,neumo_unica_dosis_institucion-Consultorios dependientes de farmacias.
2370,a09221c-10,"neumo_unica_dosis_institucion-Consultorio, clínica u hospital privado."
2371,a09221c-11,neumo_unica_dosis_institucion-Escuela.
2372,a09221c-12,neumo_unica_dosis_institucion-Otro lugar (especifica).
2373,a09221c-99,neumo_unica_dosis_institucion-No sabe / No recuerda.
2374,a09222a-1,neumo_unica_dosis_administrada-Sí.
2375,a09222a-2,neumo_unica_dosis_administrada-NO.
2376,a09223a-1,neumo_revacuna_dosis_administrada-Sí.
2377,a09223a-2,neumo_revacuna_dosis_administrada-NO.
2378,a09231a-1,td_refuerzo_dosis-Sí.
2379,a09231a-2,td_refuerzo_dosis-NO.
2380,a09231c-1,td_refuerzo_dosis_institucion-Seguro Social (IMSS).
2381,a09231c-2,td_refuerzo_dosis_institucion-ISSSTE.
2382,a09231c-3,td_refuerzo_dosis_institucion-ISSSTE Estatal.
2383,a09231c-4,td_refuerzo_dosis_institucion-Pemex.
2384,a09231c-5,td_refuerzo_dosis_institucion-Defensa.
2385,a09231c-6,td_refuerzo_dosis_institucion-Marina.
2386,a09231c-7,td_refuerzo_dosis_institucion-Centro de Salud u Hospital de la SSA.
2387,a09231c-8,td_refuerzo_dosis_institucion-IMSS Bienestar (antes Prospera).
2388,a09231c-9,td_refuerzo_dosis_institucion-Consultorios dependientes de farmacias.
2389,a09231c-10,"td_refuerzo_dosis_institucion-Consultorio, clínica u hospital privado."
2390,a09231c-11,td_refuerzo_dosis_institucion-Escuela.
2391,a09231c-12,td_refuerzo_dosis_institucion-Otro lugar (especifica).
2392,a09231c-99,td_refuerzo_dosis_institucion-No sabe / No recuerda.
2393,a09232a-1,td_primera_dosis_2-Sí.
2394,a09232a-2,td_primera_dosis_2-NO.
2395,a09232c-1,td_primera_dosis_2_institucion-Seguro Social (IMSS).
2396,a09232c-2,td_primera_dosis_2_institucion-ISSSTE.
2397,a09232c-3,td_primera_dosis_2_institucion-ISSSTE Estatal.
2398,a09232c-4,td_primera_dosis_2_institucion-Pemex.
2399,a09232c-5,td_primera_dosis_2_institucion-Defensa.
2400,a09232c-6,td_primera_dosis_2_institucion-Marina.
2401,a09232c-7,td_primera_dosis_2_institucion-Centro de Salud u Hospital de la SSA.
2402,a09232c-8,td_primera_dosis_2_institucion-IMSS Bienestar (antes Prospera).
2403,a09232c-9,td_primera_dosis_2_institucion-Consultorios dependientes de farmacias.
2404,a09232c-10,"td_primera_dosis_2_institucion-Consultorio, clínica u hospital privado."
2405,a09232c-11,td_primera_dosis_2_institucion-Escuela.
2406,a09232c-12,td_primera_dosis_2_institucion-Otro lugar (especifica).
2407,a09232c-99,td_primera_dosis_2_institucion-No sabe / No recuerda.
2408,a09233a-1,td_segunda_dosis_2-Sí.
2409,a09233a-2,td_segunda_dosis_2-NO.
2410,a09234a-1,td_tercera_dosis_2-Sí.
2411,a09234a-2,td_tercera_dosis_2-NO.
2412,a09241a-1,inf_estacional_unica_dosis-Sí.
2413,a09241a-2,inf_estacional_unica_dosis-NO.
2414,a09241c-1,inf_estacional_unica_dosis_aplicacion-Seguro Social (IMSS).
2415,a09241c-2,inf_estacional_unica_dosis_aplicacion-ISSSTE.
2416,a09241c-3,inf_estacional_unica_dosis_aplicacion-ISSSTE Estatal.
2417,a09241c-4,inf_estacional_unica_dosis_aplicacion-Pemex.
2418,a09241c-5,inf_estacional_unica_dosis_aplicacion-Defensa.
2419,a09241c-6,inf_estacional_unica_dosis_aplicacion-Marina.
2420,a09241c-7,inf_estacional_unica_dosis_aplicacion-Centro de Salud u Hospital de la SSA.
2421,a09241c-8,inf_estacional_unica_dosis_aplicacion-IMSS Bienestar (antes Prospera).
2422,a09241c-9,inf_estacional_unica_dosis_aplicacion-Consultorios dependientes de farmacias.
2423,a09241c-10,"inf_estacional_unica_dosis_aplicacion-Consultorio, clínica u hospital privado."
2424,a09241c-11,inf_estacional_unica_dosis_aplicacion-Escuela.
2425,a09241c-12,inf_estacional_unica_dosis_aplicacion-Otro lugar (especifica).
2426,a09241c-99,inf_estacional_unica_dosis_aplicacion-No sabe / No recuerda.
2427,o_vac11-1,otras_vacunas_2-Sí
2428,o_vac11-2,otras_vacunas_2-No
2429,a1001a-1,prueba_papanicolaou-Sí
2430,a1001a-2,prueba_papanicolaou-No
2431,a1002a-1,prueba_pap_institucion-IMSS Prospera
2432,a1002a-2,prueba_pap_institucion-IMSS
2433,a1002a-3,prueba_pap_institucion-Secretaria de Salud
2434,a1002a-4,prueba_pap_institucion-Seguro Popular (SSA)
2435,a1002a-5,"prueba_pap_institucion-DIF, Cruz Roja, INI"
2436,a1002a-6,"prueba_pap_institucion-ISSSTE, ISSSTE Estatal"
2437,a1002a-7,"prueba_pap_institucion-Marina, Defensa, Pemex"
2438,a1002a-8,"prueba_pap_institucion-Consultorio, clinica u hospital privado"
2439,a1002a-9,prueba_pap_institucion-Hospital Civil
2440,a1002a-10,prueba_pap_institucion-Instituciones nacionales
2441,a1002a-11,prueba_pap_institucion-Consultorios dependientes de farmacias
2442,a1002a-12,prueba_pap_institucion-Otra institución
2443,a1002a-99,prueba_pap_institucion-Nos sabe
2444,a1003a-1,prueba_pap_algun_sintoma-Sí
2445,a1003a-2,prueba_pap_algun_sintoma-No
2446,a1004a-1,prueba_pap_resultado-Sí
2447,a1004a-2,prueba_pap_resultado-No
2448,a1005a-1,prueba_pap_diagnostico-Positivo
2449,a1005a-2,prueba_pap_diagnostico-Bien o Negativo
2450,a1005a-8,prueba_pap_diagnostico-No responde
2451,a1005a-9,prueba_pap_diagnostico-No sabe
2452,a1001b-1,prueba_vph-Sí
2453,a1001b-2,prueba_vph-No
2454,a1002b-1,prueba_vph_institucion-IMSS Prospera
2455,a1002b-2,prueba_vph_institucion-IMSS
2456,a1002b-3,prueba_vph_institucion-Secretaria de Salud
2457,a1002b-4,prueba_vph_institucion-Seguro Popular (SSA)
2458,a1002b-5,"prueba_vph_institucion-DIF, Cruz Roja, INI"
2459,a1002b-6,"prueba_vph_institucion-ISSSTE, ISSSTE Estatal"
2460,a1002b-7,"prueba_vph_institucion-Marina, Defensa, Pemex"
2461,a1002b-8,"prueba_vph_institucion-Consultorio, clinica u hospital privado"
2462,a1002b-9,prueba_vph_institucion-Hospital Civil
2463,a1002b-10,prueba_vph_institucion-Instituciones nacionales
2464,a1002b-11,prueba_vph_institucion-Consultorios dependientes de farmacias
2465,a1002b-12,prueba_vph_institucion-Otra institución
2466,a1002b-99,prueba_vph_institucion-Nos sabe
2467,a1003b-1,prueba_vph_algun_sintoma-Sí
2468,a1003b-2,prueba_vph_algun_sintoma-No
2469,a1004b-1,prueba_vph_resultado-Sí
2470,a1004b-2,prueba_vph_resultado-No
2471,a1005b-1,prueba_vph_diagnostico-Positivo
2472,a1005b-2,prueba_vph_diagnostico-Bien o Negativo
2473,a1005b-8,prueba_vph_diagnostico-No responde
2474,a1005b-9,prueba_vph_diagnostico-No sabe
2475,a1001c-1,prueba_exploracion_clinica-Sí
2476,a1001c-2,prueba_exploracion_clinica-No
2477,a1002c-1,prueba_exploracion_clinica_institucion-IMSS Prospera
2478,a1002c-2,prueba_exploracion_clinica_institucion-IMSS
2479,a1002c-3,prueba_exploracion_clinica_institucion-Secretaria de Salud
2480,a1002c-4,prueba_exploracion_clinica_institucion-Seguro Popular (SSA)
2481,a1002c-5,"prueba_exploracion_clinica_institucion-DIF, Cruz Roja, INI"
2482,a1002c-6,"prueba_exploracion_clinica_institucion-ISSSTE, ISSSTE Estatal"
2483,a1002c-7,"prueba_exploracion_clinica_institucion-Marina, Defensa, Pemex"
2484,a1002c-8,"prueba_exploracion_clinica_institucion-Consultorio, clinica u hospital privado"
2485,a1002c-9,prueba_exploracion_clinica_institucion-Hospital Civil
2486,a1002c-10,prueba_exploracion_clinica_institucion-Instituciones nacionales
2487,a1002c-11,prueba_exploracion_clinica_institucion-Consultorios dependientes de farmacias
2488,a1002c-12,prueba_exploracion_clinica_institucion-Otra institución
2489,a1002c-99,prueba_exploracion_clinica_institucion-Nos sabe
2490,a1003c-1,prueba_exploracion_clinica_sintoma-Sí
2491,a1003c-2,prueba_exploracion_clinica_sintoma-No
2492,a1004c-1,prueba_exploracion_clinica_resultados-Sí
2493,a1004c-2,prueba_exploracion_clinica_resultados-No
2494,a1005c-1,prueba_exploracion_clinica_diagnostico-Positivo
2495,a1005c-2,prueba_exploracion_clinica_diagnostico-Bien o Negativo
2496,a1005c-8,prueba_exploracion_clinica_diagnostico-No responde
2497,a1005c-9,prueba_exploracion_clinica_diagnostico-No sabe
2498,a1001d-1,prueba_cancer-Sí
2499,a1001d-2,prueba_cancer-No
2500,a1002d-1,prueba_cancer_institucion-IMSS Prospera
2501,a1002d-2,prueba_cancer_institucion-IMSS
2502,a1002d-3,prueba_cancer_institucion-Secretaria de Salud
2503,a1002d-4,prueba_cancer_institucion-Seguro Popular (SSA)
2504,a1002d-5,"prueba_cancer_institucion-DIF, Cruz Roja, INI"
2505,a1002d-6,"prueba_cancer_institucion-ISSSTE, ISSSTE Estatal"
2506,a1002d-7,"prueba_cancer_institucion-Marina, Defensa, Pemex"
2507,a1002d-8,"prueba_cancer_institucion-Consultorio, clinica u hospital privado"
2508,a1002d-9,prueba_cancer_institucion-Hospital Civil
2509,a1002d-10,prueba_cancer_institucion-Instituciones nacionales
2510,a1002d-11,prueba_cancer_institucion-Consultorios dependientes de farmacias
2511,a1002d-12,prueba_cancer_institucion-Otra institución
2512,a1002d-99,prueba_cancer_institucion-Nos sabe
2513,a1003d-1,prueba_cancer_algun_sintoma-Sí
2514,a1003d-2,prueba_cancer_algun_sintoma-No
2515,a1004d-1,prueba_cancer_resultados-Sí
2516,a1004d-2,prueba_cancer_resultados-No
2517,a1005d-1,prueba_cancer_diagnostico-Positivo
2518,a1005d-2,prueba_cancer_diagnostico-Bien o Negativo
2519,a1005d-8,prueba_cancer_diagnostico-No responde
2520,a1005d-9,prueba_cancer_diagnostico-No sabe
2521,a1001e-1,prueba_tuberculosis-Sí
2522,a1001e-2,prueba_tuberculosis-No
2523,a1002e-1,prueba_tuberculosis_institucion-IMSS Prospera
2524,a1002e-2,prueba_tuberculosis_institucion-IMSS
2525,a1002e-3,prueba_tuberculosis_institucion-Secretaria de Salud
2526,a1002e-4,prueba_tuberculosis_institucion-Seguro Popular (SSA)
2527,a1002e-5,"prueba_tuberculosis_institucion-DIF, Cruz Roja, INI"
2528,a1002e-6,"prueba_tuberculosis_institucion-ISSSTE, ISSSTE Estatal"
2529,a1002e-7,"prueba_tuberculosis_institucion-Marina, Defensa, Pemex"
2530,a1002e-8,"prueba_tuberculosis_institucion-Consultorio, clinica u hospital privado"
2531,a1002e-9,prueba_tuberculosis_institucion-Hospital Civil
2532,a1002e-10,prueba_tuberculosis_institucion-Instituciones nacionales
2533,a1002e-11,prueba_tuberculosis_institucion-Consultorios dependientes de farmacias
2534,a1002e-12,prueba_tuberculosis_institucion-Otra institución
2535,a1002e-99,prueba_tuberculosis_institucion-Nos sabe
2536,a1003e-1,prueba_tuberculosis_sintoma-Sí
2537,a1003e-2,prueba_tuberculosis_sintoma-No
2538,a1004e-1,prueba_tuberculosis_resultado-Sí
2539,a1004e-2,prueba_tuberculosis_resultado-No
2540,a1005e-1,prueba_tuberculosis_diagnostico-Positivo
2541,a1005e-2,prueba_tuberculosis_diagnostico-Bien o Negativo
2542,a1005e-8,prueba_tuberculosis_diagnostico-No responde
2543,a1005e-9,prueba_tuberculosis_diagnostico-No sabe
2544,a1001f-1,prueba_sobrepeso_obes-Sí
2545,a1001f-2,prueba_sobrepeso_obes-No
2546,a1002f-1,prueba_sobrepeso_obes_institucion-IMSS Prospera
2547,a1002f-2,prueba_sobrepeso_obes_institucion-IMSS
2548,a1002f-3,prueba_sobrepeso_obes_institucion-Secretaria de Salud
2549,a1002f-4,prueba_sobrepeso_obes_institucion-Seguro Popular (SSA)
2550,a1002f-5,"prueba_sobrepeso_obes_institucion-DIF, Cruz Roja, INI"
2551,a1002f-6,"prueba_sobrepeso_obes_institucion-ISSSTE, ISSSTE Estatal"
2552,a1002f-7,"prueba_sobrepeso_obes_institucion-Marina, Defensa, Pemex"
2553,a1002f-8,"prueba_sobrepeso_obes_institucion-Consultorio, clinica u hospital privado"
2554,a1002f-9,prueba_sobrepeso_obes_institucion-Hospital Civil
2555,a1002f-10,prueba_sobrepeso_obes_institucion-Instituciones nacionales
2556,a1002f-11,prueba_sobrepeso_obes_institucion-Consultorios dependientes de farmacias
2557,a1002f-12,prueba_sobrepeso_obes_institucion-Otra institución
2558,a1002f-99,prueba_sobrepeso_obes_institucion-Nos sabe
2559,a1003f-1,prueba_sobrepeso_obes_sintoma-Sí
2560,a1003f-2,prueba_sobrepeso_obes_sintoma-No
2561,a1004f-1,prueba_sobrepeso_obes_resultado-Sí
2562,a1004f-2,prueba_sobrepeso_obes_resultado-No
2563,a1005f-1,prueba_sobrepeso_obes_diagnostico-Positivo
2564,a1005f-2,prueba_sobrepeso_obes_diagnostico-Bien o Negativo
2565,a1005f-8,prueba_sobrepeso_obes_diagnostico-No responde
2566,a1005f-9,prueba_sobrepeso_obes_diagnostico-No sabe
2567,a1006f-1,prueba_sobrepeso_obes_tratamiento-Sí
2568,a1006f-2,prueba_sobrepeso_obes_tratamiento-No
2569,a1001g-1,prueba_diabetes-Sí
2570,a1001g-2,prueba_diabetes-No
2571,a1002g-1,prueba_diabetes_institucion-IMSS Prospera
2572,a1002g-2,prueba_diabetes_institucion-IMSS
2573,a1002g-3,prueba_diabetes_institucion-Secretaria de Salud
2574,a1002g-4,prueba_diabetes_institucion-Seguro Popular (SSA)
2575,a1002g-5,"prueba_diabetes_institucion-DIF, Cruz Roja, INI"
2576,a1002g-6,"prueba_diabetes_institucion-ISSSTE, ISSSTE Estatal"
2577,a1002g-7,"prueba_diabetes_institucion-Marina, Defensa, Pemex"
2578,a1002g-8,"prueba_diabetes_institucion-Consultorio, clinica u hospital privado"
2579,a1002g-9,prueba_diabetes_institucion-Hospital Civil
2580,a1002g-10,prueba_diabetes_institucion-Instituciones nacionales
2581,a1002g-11,prueba_diabetes_institucion-Consultorios dependientes de farmacias
2582,a1002g-12,prueba_diabetes_institucion-Otra institución
2583,a1002g-99,prueba_diabetes_institucion-Nos sabe
2584,a1003g-1,prueba_diabetes_intoma-Sí
2585,a1003g-2,prueba_diabetes_intoma-No
2586,a1004g-1,prueba_diabetes_resultado-Sí
2587,a1004g-2,prueba_diabetes_resultado-No
2588,a1005g-1,prueba_diabetes_diagnostico-Positivo
2589,a1005g-2,prueba_diabetes_diagnostico-Bien o Negativo
2590,a1005g-8,prueba_diabetes_diagnostico-No responde
2591,a1005g-9,prueba_diabetes_diagnostico-No sabe
2592,a1001h-1,prueba_hipertension-Sí
2593,a1001h-2,prueba_hipertension-No
2594,a1002h-1,prueba_hipertension_institucion-IMSS Prospera
2595,a1002h-2,prueba_hipertension_institucion-IMSS
2596,a1002h-3,prueba_hipertension_institucion-Secretaria de Salud
2597,a1002h-4,prueba_hipertension_institucion-Seguro Popular (SSA)
2598,a1002h-5,"prueba_hipertension_institucion-DIF, Cruz Roja, INI"
2599,a1002h-6,"prueba_hipertension_institucion-ISSSTE, ISSSTE Estatal"
2600,a1002h-7,"prueba_hipertension_institucion-Marina, Defensa, Pemex"
2601,a1002h-8,"prueba_hipertension_institucion-Consultorio, clinica u hospital privado"
2602,a1002h-9,prueba_hipertension_institucion-Hospital Civil
2603,a1002h-10,prueba_hipertension_institucion-Instituciones nacionales
2604,a1002h-11,prueba_hipertension_institucion-Consultorios dependientes de farmacias
2605,a1002h-12,prueba_hipertension_institucion-Otra institución
2606,a1002h-99,prueba_hipertension_institucion-Nos sabe
2607,a1003h-1,prueba_hipertension_sintoma-Sí
2608,a1003h-2,prueba_hipertension_sintoma-No
2609,a1004h-1,prueba_hipertension_resultado-Sí
2610,a1004h-2,prueba_hipertension_resultado-No
2611,a1005h-1,prueba_hipertension_diagnostico-Positivo
2612,a1005h-2,prueba_hipertension_diagnostico-Bien o Negativo
2613,a1005h-8,prueba_hipertension_diagnostico-No responde
2614,a1005h-9,prueba_hipertension_diagnostico-No sabe
2615,a1001i-1,prueba_col_trig-Sí
2616,a1001i-2,prueba_col_trig-No
2617,a1002i-1,prueba_col_trig_institucion-IMSS Prospera
2618,a1002i-2,prueba_col_trig_institucion-IMSS
2619,a1002i-3,prueba_col_trig_institucion-Secretaria de Salud
2620,a1002i-4,prueba_col_trig_institucion-Seguro Popular (SSA)
2621,a1002i-5,"prueba_col_trig_institucion-DIF, Cruz Roja, INI"
2622,a1002i-6,"prueba_col_trig_institucion-ISSSTE, ISSSTE Estatal"
2623,a1002i-7,"prueba_col_trig_institucion-Marina, Defensa, Pemex"
2624,a1002i-8,"prueba_col_trig_institucion-Consultorio, clinica u hospital privado"
2625,a1002i-9,prueba_col_trig_institucion-Hospital Civil
2626,a1002i-10,prueba_col_trig_institucion-Instituciones nacionales
2627,a1002i-11,prueba_col_trig_institucion-Consultorios dependientes de farmacias
2628,a1002i-12,prueba_col_trig_institucion-Otra institución
2629,a1002i-99,prueba_col_trig_institucion-Nos sabe
2630,a1003i-1,prueba_col_trig_sintoma-Sí
2631,a1003i-2,prueba_col_trig_sintoma-No
2632,a1004i-1,prueba_col_trig_resultado-Sí
2633,a1004i-2,prueba_col_trig_resultado-No
2634,a1005i-1,prueba_col_trig_diagnostico-Positivo
2635,a1005i-2,prueba_col_trig_diagnostico-Bien o Negativo
2636,a1005i-8,prueba_col_trig_diagnostico-No responde
2637,a1005i-9,prueba_col_trig_diagnostico-No sabe
2638,a1001j-1,prueba_cancer_prostata-Sí
2639,a1001j-2,prueba_cancer_prostata-No
2640,a1002j-1,prueba_cancer_prostata_institucion-IMSS Prospera
2641,a1002j-2,prueba_cancer_prostata_institucion-IMSS
2642,a1002j-3,prueba_cancer_prostata_institucion-Secretaria de Salud
2643,a1002j-4,prueba_cancer_prostata_institucion-Seguro Popular (SSA)
2644,a1002j-5,"prueba_cancer_prostata_institucion-DIF, Cruz Roja, INI"
2645,a1002j-6,"prueba_cancer_prostata_institucion-ISSSTE, ISSSTE Estatal"
2646,a1002j-7,"prueba_cancer_prostata_institucion-Marina, Defensa, Pemex"
2647,a1002j-8,"prueba_cancer_prostata_institucion-Consultorio, clinica u hospital privado"
2648,a1002j-9,prueba_cancer_prostata_institucion-Hospital Civil
2649,a1002j-10,prueba_cancer_prostata_institucion-Instituciones nacionales
2650,a1002j-11,prueba_cancer_prostata_institucion-Consultorios dependientes de farmacias
2651,a1002j-12,prueba_cancer_prostata_institucion-Otra institución
2652,a1002j-99,prueba_cancer_prostata_institucion-Nos sabe
2653,a1003j-1,prueba_cancer_prostata_sintoma-Sí
2654,a1003j-2,prueba_cancer_prostata_sintoma-No
2655,a1004j-1,prueba_cancer_prostata_resultado-Sí
2656,a1004j-2,prueba_cancer_prostata_resultado-No
2657,a1005j-1,prueba_cancer_prostata_diagnostico-Positivo
2658,a1005j-2,prueba_cancer_prostata_diagnostico-Bien o Negativo
2659,a1005j-8,prueba_cancer_prostata_diagnostico-No responde
2660,a1005j-9,prueba_cancer_prostata_diagnostico-No sabe
2661,a1001k-1,prueba_tacto_rectal-Sí
2662,a1001k-2,prueba_tacto_rectal-No
2663,a1101-1,accidente_ultimo_12meses-Sí
2664,a1101-2,accidente_ultimo_12meses-No
2665,a1101-8,accidente_ultimo_12meses-No responde
2666,a1101-9,accidente_ultimo_12meses-No sabe
2667,a1102-1,como_accidento-Choque entre vehiculos de 4 o más ruedas
2668,a1102-2,como_accidento-Choque en motocicleta
2669,a1102-3,como_accidento-Choque atropellamiento como ciclista
2670,a1102-4,como_accidento-Atropellado como peatón
2671,a1102-5,"como_accidento-Otros accidentes de transporte: avión, tren, lancha"
2672,a1102-6,como_accidento-Caída a nivel de piso
2673,a1102-7,"como_accidento-Golpe con objeto, equipo o maquinaria"
2674,a1102-8,"como_accidento-Caída de un nivel a otro: silla, escalera, etc"
2675,a1102-9,"como_accidento-Golpe, rasguño o mordida de persona o animal (caballo, perro"
2676,a1102-10,"como_accidento-Exposición a corriente eléctrica, radiación"
2677,a1102-11,como_accidento-Exposición a humo o fuego
2678,a1102-12,como_accidento-Contacto con superficies o sustancias calientes (quemaduras)
2679,a1102-13,"como_accidento-Exposición a fuerzas de la naturaleza: rayo, granizo"
2680,a1102-14,como_accidento-Picadura de animal ponzoñoso o contacto con plantas venenosa
2681,a1102-15,"como_accidento-Envenenamiento accidental: alimentos, medicamentos"
2682,a1102-16,"como_accidento-Sumersión en depósitos de agua: alberca, cisterna"
2683,a1102-17,como_accidento-Otros accidentes que obstruyen la respiración: objeto extrañ
