var-posibles_valores,var_alias-posibles_valores_alias
"prueba_vph_institucion-DIF, Cruz Roja, INI",a1002b-5
"prueba_vph_institucion-ISSSTE, ISSSTE Estatal",a1002b-6
"prueba_vph_institucion-Marina, Defensa, Pemex",a1002b-7
"prueba_vph_institucion-Consultorio, clinica u hospital privado",a1002b-8
prueba_vph_institucion-Hospital Civil,a1002b-9
prueba_vph_institucion-Instituciones nacionales,a1002b-10
prueba_vph_institucion-Consultorios dependientes de farmacias,a1002b-11
prueba_vph_institucion-Otra institución,a1002b-12
prueba_vph_institucion-Nos sabe,a1002b-99
prueba_vph_algun_sintoma-Sí,a1003b-1
prueba_vph_algun_sintoma-No,a1003b-2
prueba_vph_resultado-Sí,a1004b-1
prueba_vph_resultado-No,a1004b-2
prueba_vph_diagnostico-Positivo,a1005b-1
prueba_vph_diagnostico-Bien o Negativo,a1005b-2
prueba_vph_diagnostico-No responde,a1005b-8
prueba_vph_diagnostico-No sabe,a1005b-9
prueba_exploracion_clinica-Sí,a1001c-1
prueba_exploracion_clinica-No,a1001c-2
prueba_exploracion_clinica_institucion-IMSS Prospera,a1002c-1
prueba_exploracion_clinica_institucion-IMSS,a1002c-2
prueba_exploracion_clinica_institucion-Secretaria de Salud,a1002c-3
prueba_exploracion_clinica_institucion-Seguro Popular (SSA),a1002c-4
"prueba_exploracion_clinica_institucion-DIF, Cruz Roja, INI",a1002c-5
"prueba_exploracion_clinica_institucion-ISSSTE, ISSSTE Estatal",a1002c-6
"prueba_exploracion_clinica_institucion-Marina, Defensa, Pemex",a1002c-7
"prueba_exploracion_clinica_institucion-Consultorio, clinica u hospital privado",a1002c-8
prueba_exploracion_clinica_institucion-Hospital Civil,a1002c-9
prueba_exploracion_clinica_institucion-Instituciones nacionales,a1002c-10
prueba_exploracion_clinica_institucion-Consultorios dependientes de farmacias,a1002c-11
prueba_exploracion_clinica_institucion-Otra institución,a1002c-12
prueba_exploracion_clinica_institucion-Nos sabe,a1002c-99
prueba_exploracion_clinica_sintoma-Sí,a1003c-1
prueba_exploracion_clinica_sintoma-No,a1003c-2
prueba_exploracion_clinica_resultados-Sí,a1004c-1
prueba_exploracion_clinica_resultados-No,a1004c-2
prueba_exploracion_clinica_diagnostico-Positivo,a1005c-1
prueba_exploracion_clinica_diagnostico-Bien o Negativo,a1005c-2
prueba_exploracion_clinica_diagnostico-No responde,a1005c-8
prueba_exploracion_clinica_diagnostico-No sabe,a1005c-9
prueba_cancer-Sí,a1001d-1
prueba_cancer-No,a1001d-2
prueba_cancer_institucion-IMSS Prospera,a1002d-1
prueba_cancer_institucion-IMSS,a1002d-2
prueba_cancer_institucion-Secretaria de Salud,a1002d-3
prueba_cancer_institucion-Seguro Popular (SSA),a1002d-4
"prueba_cancer_institucion-DIF, Cruz Roja, INI",a1002d-5
"prueba_cancer_institucion-ISSSTE, ISSSTE Estatal",a1002d-6
"prueba_cancer_institucion-Marina, Defensa, Pemex",a1002d-7
"prueba_cancer_institucion-Consultorio, clinica u hospital privado",a1002d-8
prueba_cancer_institucion-Hospital Civil,a1002d-9
prueba_cancer_institucion-Instituciones nacionales,a1002d-10
prueba_cancer_institucion-Consultorios dependientes de farmacias,a1002d-11
prueba_cancer_institucion-Otra institución,a1002d-12
prueba_cancer_institucion-Nos sabe,a1002d-99
prueba_cancer_algun_sintoma-Sí,a1003d-1
prueba_cancer_algun_sintoma-No,a1003d-2
prueba_cancer_resultados-Sí,a1004d-1
prueba_cancer_resultados-No,a1004d-2
prueba_cancer_diagnostico-Positivo,a1005d-1
prueba_cancer_diagnostico-Bien o Negativo,a1005d-2
prueba_cancer_diagnostico-No responde,a1005d-8
prueba_cancer_diagnostico-No sabe,a1005d-9
prueba_tuberculosis-Sí,a1001e-1
prueba_tuberculosis-No,a1001e-2
prueba_tuberculosis_institucion-IMSS Prospera,a1002e-1
prueba_tuberculosis_institucion-IMSS,a1002e-2
prueba_tuberculosis_institucion-Secretaria de Salud,a1002e-3
prueba_tuberculosis_institucion-Seguro Popular (SSA),a1002e-4
"prueba_tuberculosis_institucion-DIF, Cruz Roja, INI",a1002e-5
"prueba_tuberculosis_institucion-ISSSTE, ISSSTE Estatal",a1002e-6
"prueba_tuberculosis_institucion-Marina, Defensa, Pemex",a1002e-7
"prueba_tuberculosis_institucion-Consultorio, clinica u hospital privado",a1002e-8
prueba_tuberculosis_institucion-Hospital Civil,a1002e-9
prueba_tuberculosis_institucion-Instituciones nacionales,a1002e-10
prueba_tuberculosis_institucion-Consultorios dependientes de farmacias,a1002e-11
prueba_tuberculosis_institucion-Otra institución,a1002e-12
prueba_tuberculosis_institucion-Nos sabe,a1002e-99
prueba_tuberculosis_sintoma-Sí,a1003e-1
prueba_tuberculosis_sintoma-No,a1003e-2
prueba_tuberculosis_resultado-Sí,a1004e-1
prueba_tuberculosis_resultado-No,a1004e-2
prueba_tuberculosis_diagnostico-Positivo,a1005e-1
prueba_tuberculosis_diagnostico-Bien o Negativo,a1005e-2
prueba_tuberculosis_diagnostico-No responde,a1005e-8
prueba_tuberculosis_diagnostico-No sabe,a1005e-9
prueba_sobrepeso_obes-Sí,a1001f-1
prueba_sobrepeso_obes-No,a1001f-2
prueba_sobrepeso_obes_institucion-IMSS Prospera,a1002f-1
prueba_sobrepeso_obes_institucion-IMSS,a1002f-2
prueba_sobrepeso_obes_institucion-Secretaria de Salud,a1002f-3
prueba_sobrepeso_obes_institucion-Seguro Popular (SSA),a1002f-4
"prueba_sobrepeso_obes_institucion-DIF, Cruz Roja, INI",a1002f-5
"prueba_sobrepeso_obes_institucion-ISSSTE, ISSSTE Estatal",a1002f-6
"prueba_sobrepeso_obes_institucion-Marina, Defensa, Pemex",a1002f-7
"prueba_sobrepeso_obes_institucion-Consultorio, clinica u hospital privado",a1002f-8
prueba_sobrepeso_obes_institucion-Hospital Civil,a1002f-9
prueba_sobrepeso_obes_institucion-Instituciones nacionales,a1002f-10
prueba_sobrepeso_obes_institucion-Consultorios dependientes de farmacias,a1002f-11
prueba_sobrepeso_obes_institucion-Otra institución,a1002f-12
prueba_sobrepeso_obes_institucion-Nos sabe,a1002f-99
prueba_sobrepeso_obes_sintoma-Sí,a1003f-1
prueba_sobrepeso_obes_sintoma-No,a1003f-2
prueba_sobrepeso_obes_resultado-Sí,a1004f-1
prueba_sobrepeso_obes_resultado-No,a1004f-2
prueba_sobrepeso_obes_diagnostico-Positivo,a1005f-1
prueba_sobrepeso_obes_diagnostico-Bien o Negativo,a1005f-2
prueba_sobrepeso_obes_diagnostico-No responde,a1005f-8
prueba_sobrepeso_obes_diagnostico-No sabe,a1005f-9
prueba_sobrepeso_obes_tratamiento-Sí,a1006f-1
prueba_sobrepeso_obes_tratamiento-No,a1006f-2
prueba_diabetes-Sí,a1001g-1
prueba_diabetes-No,a1001g-2
prueba_diabetes_institucion-IMSS Prospera,a1002g-1
prueba_diabetes_institucion-IMSS,a1002g-2
prueba_diabetes_institucion-Secretaria de Salud,a1002g-3
prueba_diabetes_institucion-Seguro Popular (SSA),a1002g-4
"prueba_diabetes_institucion-DIF, Cruz Roja, INI",a1002g-5
"prueba_diabetes_institucion-ISSSTE, ISSSTE Estatal",a1002g-6
"prueba_diabetes_institucion-Marina, Defensa, Pemex",a1002g-7
"prueba_diabetes_institucion-Consultorio, clinica u hospital privado",a1002g-8
prueba_diabetes_institucion-Hospital Civil,a1002g-9
prueba_diabetes_institucion-Instituciones nacionales,a1002g-10
prueba_diabetes_institucion-Consultorios dependientes de farmacias,a1002g-11
prueba_diabetes_institucion-Otra institución,a1002g-12
prueba_diabetes_institucion-Nos sabe,a1002g-99
prueba_diabetes_intoma-Sí,a1003g-1
prueba_diabetes_intoma-No,a1003g-2
prueba_diabetes_resultado-Sí,a1004g-1
prueba_diabetes_resultado-No,a1004g-2
prueba_diabetes_diagnostico-Positivo,a1005g-1
prueba_diabetes_diagnostico-Bien o Negativo,a1005g-2
prueba_diabetes_diagnostico-No responde,a1005g-8
prueba_diabetes_diagnostico-No sabe,a1005g-9
prueba_hipertension-Sí,a1001h-1
prueba_hipertension-No,a1001h-2
prueba_hipertension_institucion-IMSS Prospera,a1002h-1
prueba_hipertension_institucion-IMSS,a1002h-2
prueba_hipertension_institucion-Secretaria de Salud,a1002h-3
prueba_hipertension_institucion-Seguro Popular (SSA),a1002h-4
"prueba_hipertension_institucion-DIF, Cruz Roja, INI",a1002h-5
"prueba_hipertension_institucion-ISSSTE, ISSSTE Estatal",a1002h-6
"prueba_hipertension_institucion-Marina, Defensa, Pemex",a1002h-7
"prueba_hipertension_institucion-Consultorio, clinica u hospital privado",a1002h-8
prueba_hipertension_institucion-Hospital Civil,a1002h-9
prueba_hipertension_institucion-Instituciones nacionales,a1002h-10
prueba_hipertension_institucion-Consultorios dependientes de farmacias,a1002h-11
prueba_hipertension_institucion-Otra institución,a1002h-12
prueba_hipertension_institucion-Nos sabe,a1002h-99
prueba_hipertension_sintoma-Sí,a1003h-1
prueba_hipertension_sintoma-No,a1003h-2
prueba_hipertension_resultado-Sí,a1004h-1
prueba_hipertension_resultado-No,a1004h-2
prueba_hipertension_diagnostico-Positivo,a1005h-1
prueba_hipertension_diagnostico-Bien o Negativo,a1005h-2
prueba_hipertension_diagnostico-No responde,a1005h-8
prueba_hipertension_diagnostico-No sabe,a1005h-9
prueba_col_trig-Sí,a1001i-1
prueba_col_trig-No,a1001i-2
prueba_col_trig_institucion-IMSS Prospera,a1002i-1
prueba_col_trig_institucion-IMSS,a1002i-2
prueba_col_trig_institucion-Secretaria de Salud,a1002i-3
prueba_col_trig_institucion-Seguro Popular (SSA),a1002i-4
"prueba_col_trig_institucion-DIF, Cruz Roja, INI",a1002i-5
"prueba_col_trig_institucion-ISSSTE, ISSSTE Estatal",a1002i-6
"prueba_col_trig_institucion-Marina, Defensa, Pemex",a1002i-7
"prueba_col_trig_institucion-Consultorio, clinica u hospital privado",a1002i-8
prueba_col_trig_institucion-Hospital Civil,a1002i-9
prueba_col_trig_institucion-Instituciones nacionales,a1002i-10
prueba_col_trig_institucion-Consultorios dependientes de farmacias,a1002i-11
prueba_col_trig_institucion-Otra institución,a1002i-12
prueba_col_trig_institucion-Nos sabe,a1002i-99
prueba_col_trig_sintoma-Sí,a1003i-1
prueba_col_trig_sintoma-No,a1003i-2
prueba_col_trig_resultado-Sí,a1004i-1
prueba_col_trig_resultado-No,a1004i-2
prueba_col_trig_diagnostico-Positivo,a1005i-1
prueba_col_trig_diagnostico-Bien o Negativo,a1005i-2
prueba_col_trig_diagnostico-No responde,a1005i-8
prueba_col_trig_diagnostico-No sabe,a1005i-9
prueba_cancer_prostata-Sí,a1001j-1
prueba_cancer_prostata-No,a1001j-2
prueba_cancer_prostata_institucion-IMSS Prospera,a1002j-1
prueba_cancer_prostata_institucion-IMSS,a1002j-2
prueba_cancer_prostata_institucion-Secretaria de Salud,a1002j-3
prueba_cancer_prostata_institucion-Seguro Popular (SSA),a1002j-4
"prueba_cancer_prostata_institucion-DIF, Cruz Roja, INI",a1002j-5
"prueba_cancer_prostata_institucion-ISSSTE, ISSSTE Estatal",a1002j-6
"prueba_cancer_prostata_institucion-Marina, Defensa, Pemex",a1002j-7
"prueba_cancer_prostata_institucion-Consultorio, clinica u hospital privado",a1002j-8
prueba_cancer_prostata_institucion-Hospital Civil,a1002j-9
prueba_cancer_prostata_institucion-Instituciones nacionales,a1002j-10
prueba_cancer_prostata_institucion-Consultorios dependientes de farmacias,a1002j-11
prueba_cancer_prostata_institucion-Otra institución,a1002j-12
prueba_cancer_prostata_institucion-Nos sabe,a1002j-99
prueba_cancer_prostata_sintoma-Sí,a1003j-1
prueba_cancer_prostata_sintoma-No,a1003j-2
prueba_cancer_prostata_resultado-Sí,a1004j-1
prueba_cancer_prostata_resultado-No,a1004j-2
prueba_cancer_prostata_diagnostico-Positivo,a1005j-1
prueba_cancer_prostata_diagnostico-Bien o Negativo,a1005j-2
prueba_cancer_prostata_diagnostico-No responde,a1005j-8
prueba_cancer_prostata_diagnostico-No sabe,a1005j-9
prueba_tacto_rectal-Sí,a1001k-1
prueba_tacto_rectal-No,a1001k-2
accidente_ultimo_12meses-Sí,a1101-1
accidente_ultimo_12meses-No,a1101-2
accidente_ultimo_12meses-No responde,a1101-8
accidente_ultimo_12meses-No sabe,a1101-9
como_accidento-Choque entre vehiculos de 4 o más ruedas,a1102-1
como_accidento-Choque en motocicleta,a1102-2
como_accidento-Choque atropellamiento como ciclista,a1102-3
como_accidento-Atropellado como peatón,a1102-4
"como_accidento-Otros accidentes de transporte: avión, tren, lancha",a1102-5
como_accidento-Caída a nivel de piso,a1102-6
"como_accidento-Golpe con objeto, equipo o maquinaria",a1102-7
"como_accidento-Caída de un nivel a otro: silla, escalera, etc",a1102-8
"como_accidento-Golpe, rasguño o mordida de persona o animal (caballo, perro",a1102-9
"como_accidento-Exposición a corriente eléctrica, radiación",a1102-10
como_accidento-Exposición a humo o fuego,a1102-11
como_accidento-Contacto con superficies o sustancias calientes (quemaduras),a1102-12
"como_accidento-Exposición a fuerzas de la naturaleza: rayo, granizo",a1102-13
como_accidento-Picadura de animal ponzoñoso o contacto con plantas venenosa,a1102-14
"como_accidento-Envenenamiento accidental: alimentos, medicamentos",a1102-15
"como_accidento-Sumersión en depósitos de agua: alberca, cisterna",a1102-16
como_accidento-Otros accidentes que obstruyen la respiración: objeto extrañ,a1102-17
como_accidento-Exposición accidental a otros factores,a1102-18
como_accidento-NS/NR,a1102-99
lugar_encontraba_accidente-Hogar,a1105-1
lugar_encontraba_accidente-Escuela,a1105-2
lugar_encontraba_accidente-Trabajo,a1105-3
lugar_encontraba_accidente-Vía pública,a1105-4
lugar_encontraba_accidente-Campo,a1105-5
"lugar_encontraba_accidente-Antro, bar",a1105-6
lugar_encontraba_accidente-Centro recreativo o deportivo,a1105-7
lugar_encontraba_accidente-Establecimiento comercial,a1105-8
lugar_encontraba_accidente-Otro (especifique),a1105-77
lugar_encontraba_accidente-NS/NR,a1105-99
accidento_cara-Contusión,a1106a-1
accidento_cara-Moretón,a1106a-2
accidento_cara-Esguince o torcedura,a1106a-3
accidento_cara-Luxación,a1106a-4
accidento_cara-Fractura,a1106a-5
accidento_cara-Herida,a1106a-6
accidento_cara-Laceración,a1106a-7
accidento_cara-Lesión de nervios,a1106a-8
accidento_cara-Amputación,a1106a-9
accidento_cara-Aplastamiento,a1106a-10
accidento_cara-Quemadura de primer grado,a1106a-11
accidento_cara-Quemadura de segundo grado,a1106a-12
accidento_cara-Quemadura de tercer grado,a1106a-13
accidento_cara-Heridas múltiples,a1106a-14
accidento_cara-Daño-afectación de órganos,a1106a-15
accidento_cara-Otras/no especificadas,a1106a-16
accidento_cara-Ninguna otra lesión,a1106a-17
accidento_cara-NS/NR,a1106a-99
accidento_torax-Contusión,a1106b-1
accidento_torax-Moretón,a1106b-2
accidento_torax-Esguince o torcedura,a1106b-3
accidento_torax-Luxación,a1106b-4
accidento_torax-Fractura,a1106b-5
accidento_torax-Herida,a1106b-6
accidento_torax-Laceración,a1106b-7
accidento_torax-Lesión de nervios,a1106b-8
accidento_torax-Amputación,a1106b-9
accidento_torax-Aplastamiento,a1106b-10
accidento_torax-Quemadura de primer grado,a1106b-11
accidento_torax-Quemadura de segundo grado,a1106b-12
accidento_torax-Quemadura de tercer grado,a1106b-13
accidento_torax-Heridas múltiples,a1106b-14
accidento_torax-Daño-afectación de órganos,a1106b-15
accidento_torax-Otras/no especificadas,a1106b-16
accidento_torax-Ninguna otra lesión,a1106b-17
accidento_torax-NS/NR,a1106b-99
accidento_pelvis-Contusión,a1106c-1
accidento_pelvis-Moretón,a1106c-2
accidento_pelvis-Esguince o torcedura,a1106c-3
accidento_pelvis-Luxación,a1106c-4
accidento_pelvis-Fractura,a1106c-5
accidento_pelvis-Herida,a1106c-6
accidento_pelvis-Laceración,a1106c-7
accidento_pelvis-Lesión de nervios,a1106c-8
accidento_pelvis-Amputación,a1106c-9
accidento_pelvis-Aplastamiento,a1106c-10
accidento_pelvis-Quemadura de primer grado,a1106c-11
accidento_pelvis-Quemadura de segundo grado,a1106c-12
accidento_pelvis-Quemadura de tercer grado,a1106c-13
accidento_pelvis-Heridas múltiples,a1106c-14
accidento_pelvis-Daño-afectación de órganos,a1106c-15
accidento_pelvis-Otras/no especificadas,a1106c-16
accidento_pelvis-Ninguna otra lesión,a1106c-17
accidento_pelvis-NS/NR,a1106c-99
accidento_columna-Contusión,a1106d-1
accidento_columna-Moretón,a1106d-2
accidento_columna-Esguince o torcedura,a1106d-3
accidento_columna-Luxación,a1106d-4
accidento_columna-Fractura,a1106d-5
accidento_columna-Herida,a1106d-6
accidento_columna-Laceración,a1106d-7
accidento_columna-Lesión de nervios,a1106d-8
accidento_columna-Amputación,a1106d-9
accidento_columna-Aplastamiento,a1106d-10
accidento_columna-Quemadura de primer grado,a1106d-11
accidento_columna-Quemadura de segundo grado,a1106d-12
accidento_columna-Quemadura de tercer grado,a1106d-13
accidento_columna-Heridas múltiples,a1106d-14
accidento_columna-Daño-afectación de órganos,a1106d-15
accidento_columna-Otras/no especificadas,a1106d-16
accidento_columna-Ninguna otra lesión,a1106d-17
accidento_columna-NS/NR,a1106d-99
accidento_brazo-Contusión,a1106e-1
accidento_brazo-Moretón,a1106e-2
accidento_brazo-Esguince o torcedura,a1106e-3
accidento_brazo-Luxación,a1106e-4
accidento_brazo-Fractura,a1106e-5
accidento_brazo-Herida,a1106e-6
accidento_brazo-Laceración,a1106e-7
accidento_brazo-Lesión de nervios,a1106e-8
accidento_brazo-Amputación,a1106e-9
accidento_brazo-Aplastamiento,a1106e-10
accidento_brazo-Quemadura de primer grado,a1106e-11
accidento_brazo-Quemadura de segundo grado,a1106e-12
accidento_brazo-Quemadura de tercer grado,a1106e-13
accidento_brazo-Heridas múltiples,a1106e-14
accidento_brazo-Daño-afectación de órganos,a1106e-15
accidento_brazo-Otras/no especificadas,a1106e-16
accidento_brazo-Ninguna otra lesión,a1106e-17
accidento_brazo-NS/NR,a1106e-99
accidento_dedos_mano-Contusión,a1106f-1
accidento_dedos_mano-Moretón,a1106f-2
accidento_dedos_mano-Esguince o torcedura,a1106f-3
accidento_dedos_mano-Luxación,a1106f-4
accidento_dedos_mano-Fractura,a1106f-5
accidento_dedos_mano-Herida,a1106f-6
accidento_dedos_mano-Laceración,a1106f-7
accidento_dedos_mano-Lesión de nervios,a1106f-8
accidento_dedos_mano-Amputación,a1106f-9
accidento_dedos_mano-Aplastamiento,a1106f-10
accidento_dedos_mano-Quemadura de primer grado,a1106f-11
accidento_dedos_mano-Quemadura de segundo grado,a1106f-12
accidento_dedos_mano-Quemadura de tercer grado,a1106f-13
accidento_dedos_mano-Heridas múltiples,a1106f-14
accidento_dedos_mano-Daño-afectación de órganos,a1106f-15
accidento_dedos_mano-Otras/no especificadas,a1106f-16
accidento_dedos_mano-Ninguna otra lesión,a1106f-17
accidento_dedos_mano-NS/NR,a1106f-99
accidento_pierna-Contusión,a1106h-1
accidento_pierna-Moretón,a1106h-2
accidento_pierna-Esguince o torcedura,a1106h-3
accidento_pierna-Luxación,a1106h-4
accidento_pierna-Fractura,a1106h-5
accidento_pierna-Herida,a1106h-6
accidento_pierna-Laceración,a1106h-7
accidento_pierna-Lesión de nervios,a1106h-8
accidento_pierna-Amputación,a1106h-9
accidento_pierna-Aplastamiento,a1106h-10
accidento_pierna-Quemadura de primer grado,a1106h-11
accidento_pierna-Quemadura de segundo grado,a1106h-12
accidento_pierna-Quemadura de tercer grado,a1106h-13
accidento_pierna-Heridas múltiples,a1106h-14
accidento_pierna-Daño-afectación de órganos,a1106h-15
accidento_pierna-Otras/no especificadas,a1106h-16
accidento_pierna-Ninguna otra lesión,a1106h-17
accidento_pierna-NS/NR,a1106h-99
accidento_pie-Contusión,a1106i-1
accidento_pie-Moretón,a1106i-2
accidento_pie-Esguince o torcedura,a1106i-3
accidento_pie-Luxación,a1106i-4
accidento_pie-Fractura,a1106i-5
accidento_pie-Herida,a1106i-6
accidento_pie-Laceración,a1106i-7
accidento_pie-Lesión de nervios,a1106i-8
accidento_pie-Amputación,a1106i-9
accidento_pie-Aplastamiento,a1106i-10
accidento_pie-Quemadura de primer grado,a1106i-11
accidento_pie-Quemadura de segundo grado,a1106i-12
accidento_pie-Quemadura de tercer grado,a1106i-13
accidento_pie-Heridas múltiples,a1106i-14
accidento_pie-Daño-afectación de órganos,a1106i-15
accidento_pie-Otras/no especificadas,a1106i-16
accidento_pie-Ninguna otra lesión,a1106i-17
accidento_pie-NS/NR,a1106i-99
accidento_genitales-Contusión,a1106j-1
accidento_genitales-Moretón,a1106j-2
accidento_genitales-Esguince o torcedura,a1106j-3
accidento_genitales-Luxación,a1106j-4
accidento_genitales-Fractura,a1106j-5
accidento_genitales-Herida,a1106j-6
accidento_genitales-Laceración,a1106j-7
accidento_genitales-Lesión de nervios,a1106j-8
accidento_genitales-Amputación,a1106j-9
accidento_genitales-Aplastamiento,a1106j-10
accidento_genitales-Quemadura de primer grado,a1106j-11
accidento_genitales-Quemadura de segundo grado,a1106j-12
accidento_genitales-Quemadura de tercer grado,a1106j-13
accidento_genitales-Heridas múltiples,a1106j-14
accidento_genitales-Daño-afectación de órganos,a1106j-15
accidento_genitales-Otras/no especificadas,a1106j-16
accidento_genitales-Ninguna otra lesión,a1106j-17
accidento_genitales-NS/NR,a1106j-99
accidento_otra_lesion-Sí,a1106la-1
accidento_otra_lesion-No,a1106la-2
accidente_atencion-Instituto Mexicano del Seguro Social (IMSS),a1107-1
accidente_atencion-ISSSTE/ISSSTE Estatal,a1107-2
accidente_atencion-PEMEX,a1107-3
accidente_atencion-Defensa,a1107-4
accidente_atencion-Marina,a1107-5
accidente_atencion-Centro de salud u Hospital de la SSA,a1107-6
accidente_atencion-IMSS Bienestar (antes Oportunidades),a1107-7
"accidente_atencion-DIF federal, estatal o municipal",a1107-8
accidente_atencion-Cruz roja/cruz verde,a1107-9
accidente_atencion-Instituto Nacional de Salud,a1107-10
accidente_atencion-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar,a1107-11
accidente_atencion-Consultorio pertenecientes a farmacias/Farmacias con consult,a1107-12
accidente_atencion-Consultorio dentro de hospital privado,a1107-13
accidente_atencion-Área de urgencias/hospitalización dentro de hospital privado,a1107-14
accidente_atencion-Atención privada en torre de consultorios médicos o en una c,a1107-15
accidente_atencion-Consultorio en domicilio particular de médico privado,a1107-16
accidente_atencion-Atención privada en mi domicilio,a1107-17
"accidente_atencion-Atención privada vía remota (teléfono, mensajes de texto, te",a1107-18
accidente_atencion-Médico laboral (médico de la empresa),a1107-19
"accidente_atencion-Curandero, hierbero, naturista",a1107-20
"accidente_atencion-Homeópata, acupunturista",a1107-21
accidente_atencion-Otro (especifique),a1107-22
accidente_atencion-No sabe/No recuerda,a1107-23
accidente_atencion-Ninguna,a1107-24
accidente_bajo_efecto-alcohol?,a1108-1
accidente_bajo_efecto-drogas? (especifique),a1108-2
accidente_bajo_efecto-ambos?,a1108-3
accidente_bajo_efecto-No estaba bajo efectos de alcohol o drogas,a1108-8
accidente_bajo_efecto-NS/NR,a1108-9
accidente_bajo_efecto-Otro (especifique),a1108-77
problema_salud_x_accidente-Ningún problema,a1109-1
problema_salud_x_accidente-Limitación o dificultad para moverse o caminar (o lo hace co,a1109-2
problema_salud_x_accidente-Limitación o dificultad para usar sus brazos y manos,a1109-3
problema_salud_x_accidente-Dificultad para oír,a1109-4
problema_salud_x_accidente-Dificultad para hablar,a1109-5
problema_salud_x_accidente-Dificultar para ver o ceguera,a1109-6
problema_salud_x_accidente-Otra limitación física o mental (especifique),a1109-7
problema_salud_x_accidente-NS/NR,a1109-9
violencia_fisica_ult_12meses-Sí,a1201-1
violencia_fisica_ult_12meses-No,a1201-2
violencia_fisica_ult_12meses-NS/NR,a1201-9
violencia_fisica_1-Agresiones con substancias,a1202a-1
"violencia_fisica_1-Sofocación, estrangulamiento, ahogamiento",a1202a-2
violencia_fisica_1-Herdia por arma de fuego,a1202a-3
"violencia_fisica_1-Herida por arma punzocortante (cuchillo, navaja, etc)",a1202a-4
violencia_fisica_1-Empujón desde lugar elevado,a1202a-5
"violencia_fisica_1-Golpes, patadas, puñetazos",a1202a-6
violencia_fisica_1-Agresión sexual,a1202a-7
violencia_fisica_1-Envenenamiento u obstrucción de las vías respiratorias por s,a1202a-8
violencia_fisica_1-Agresiones verbales,a1202a-9
violencia_fisica_1-Otras agresiones o maltrato,a1202a-76
violencia_fisica_1-Otro (especifique),a1202a-77
violencia_fisica_1-NS/NR,a1202a-99
motivo_violencia_1-Robo o asalto,a1203a-1
motivo_violencia_1-Incidente de tránsito,a1203a-2
motivo_violencia_1-Riña con desconocidos,a1203a-3
motivo_violencia_1-Riña con conocidos,a1203a-4
motivo_violencia_1-Secuestro,a1203a-5
motivo_violencia_1-Detención,a1203a-6
motivo_violencia_1-Violencia familiar,a1203a-10
motivo_violencia_1-Violencia por novio/pareja/esposo,a1203a-11
motivo_violencia_1-Intento de suicidio,a1203a-12
motivo_violencia_1-Otro (especifique),a1203a-77
motivo_violencia_1-NS/NR,a1203a-99
lugar_violencia_fisica-Hogar,a1204-1
lugar_violencia_fisica-Escuela,a1204-2
lugar_violencia_fisica-Trabajo,a1204-3
lugar_violencia_fisica-Transporte público,a1204-4
lugar_violencia_fisica-Vía pública,a1204-5
lugar_violencia_fisica-Campo,a1204-6
lugar_violencia_fisica-Centro recreativo o deportivo,a1204-7
"lugar_violencia_fisica-Antro, bar",a1204-8
lugar_violencia_fisica-Establecimiento comercial,a1204-9
lugar_violencia_fisica-Otro (especifique),a1204-77
lugar_violencia_fisica-NS/NR,a1204-99
danio_salud_x_violencia-Sí,a1205-1
danio_salud_x_violencia-No,a1205-2
danio_salud_x_violencia-NS/NR,a1205-9
institucion_atencion_violencia-Instituto Mexicano del Seguro Social (IMSS),a1206-1
institucion_atencion_violencia-ISSSTE/ISSSTE Estatal,a1206-2
institucion_atencion_violencia-PEMEX,a1206-3
institucion_atencion_violencia-Defensa,a1206-4
institucion_atencion_violencia-Marina,a1206-5
institucion_atencion_violencia-Centro de salud u Hospital de la SSA,a1206-6
institucion_atencion_violencia-IMSS Bienestar (antes Oportunidades),a1206-7
"institucion_atencion_violencia-DIF federal, estatal o municipal",a1206-8
institucion_atencion_violencia-Cruz roja/cruz verde,a1206-9
institucion_atencion_violencia-Instituto Nacional de Salud,a1206-10
institucion_atencion_violencia-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar,a1206-11
institucion_atencion_violencia-Consultorio pertenecientes a farmacias/Farmacias con consult,a1206-12
institucion_atencion_violencia-Consultorio dentro de hospital privado,a1206-13
institucion_atencion_violencia-Área de urgencias/hospitalización dentro de hospital privado,a1206-14
institucion_atencion_violencia-Atención privada en torre de consultorios médicos o en una c,a1206-15
institucion_atencion_violencia-Consultorio en domicilio particular de médico privado,a1206-16
institucion_atencion_violencia-Atención privada en mi domicilio,a1206-17
"institucion_atencion_violencia-Atención privada vía remota (teléfono, mensajes de texto, te",a1206-18
institucion_atencion_violencia-Médico laboral (médico de la empresa),a1206-19
"institucion_atencion_violencia-Curandero, hierbero, naturista",a1206-20
"institucion_atencion_violencia-Homeópata, acupunturista",a1206-21
institucion_atencion_violencia-Otro (especifique),a1206-22
institucion_atencion_violencia-No sabe/No recuerda,a1206-23
institucion_atencion_violencia-Ninguna,a1206-24
violencia_bajo_efecto-alcohol?,a1207-1
violencia_bajo_efecto-drogas?,a1207-2
violencia_bajo_efecto-ambos?,a1207-3
violencia_bajo_efecto-Otro (especifique),a1207-7
violencia_bajo_efecto-No estaba bajo efectos de alcohol o drogas,a1207-8
violencia_bajo_efecto-NS/NR,a1207-9
